24.57	4.57	7.99	23.37	4.5	8.58	171
24.32	4.6	8.05	24.37	4.58	8.19	166
22.15	4.45	10.37	22.57	4.64	9.62	160
25.67	4.48	8.87	25.74	4.91	8.82	166
22.86	4.58	8.53	21.51	4.64	8.58	158
23.36	4.83	8.36	23.29	4.5	7.86	160
24.04	4.6	8.98	24.27	4.71	9	163
24.42	5.1	9.22	24.52	4.8	8.96	165
23.93	5.11	8.93	23.49	4.97	8.77	168
23.14	4.78	8.16	22.09	4.69	8.12	166
23.29	5.17	8.89	23.38	5.33	8.91	162
25.64	4.85	12.22	25.79	4.98	11.94	171
22.31	4.36	8.57	22.87	5.26	8.57	166
22.67	5.14	8.61	22.73	5.28	8.55	160
24.64	8.72	8.95	24.6	6.5	8.85	163
22.68	5	9.25	23.11	5.33	8.87	165
23.88	5.06	9.6	23.77	4.75	10.34	170
26.44	6.07	10.39	27.25	5.59	10.02	180
24.04	4.66	10.21	23.79	4.79	9.38	173.5
25.77	5.03	9.3	25.73	5.12	9.31	175
24.85	4.85	9.45	24.41	4.7	8.89	172
27.81	10.27	5.19	27.29	9.77	5.17	182
23.75	5.04	9.38	23.49	5.02	9.26	171
25.46	4.63	10.5	25.03	5.02	9.38	173
23.86	4.65	9.49	23.11	4.86	9.17	170
28.08	4.57	10.11	27.75	4.95	12.87	181
25.23	4.93	9.39	24.64	4.89	9.48	173
24.33	4.66	10.09	24.5	4.7	9.96	178
23.57	5.8	9.82	24.02	5.28	10	170
23.88	4.77	9.64	24.37	4.96	9.65	178
24.03	4.48	9.93	24.03	5.09	9.35	175
25.12	5.59	10.89	24.47	5.53	10.99	170
24.18	4.89	9.23	23.22	5.18	9.21	164
27.09	5.7	10.21	27.19	5.57	10.04	178
25.83	5.85	10.66	25.46	5.17	10.54	180
25.46	5.08	11.81	27	5.39	12.24	180
25.69	4.79	9.66	25.11	5.2	9.55	181
25.25	5.58	12.69	25.07	5.25	9.77	180
25.7	5.73	9.12	25.18	5.44	9.03	174
21.45	7.64	8.92	22.22	4.83	9.74	165
23.95	4.93	11.38	23.55	5.18	10.86	174
26.54	5.18	9.76	25.37	4.85	9.95	172
24.36	4.85	10.92	23.94	4.39	9.95	170
23.57	5.32	9.9	23.29	5.55	10.25	174
26.54	5.86	9.36	27.08	6.16	12.48	184
23.8	4.64	9.3	24.16	5.05	8.66	178
24.03	5.19	8.78	24.14	4.77	9.34	165
25.57	5.52	10.24	24.96	5.03	11.55	175
25.25	4.61	10.54	24.66	4.51	9.33	173.5
24.83	5.55	11.84	24.56	5.61	13.64	172
24.04	5.03	9.27	23.79	4.74	9.28	168
23.24	4.56	8.81	23.05	4.29	7.73	166
22.49	4.74	8.93	22.64	4.52	8.99	167
22.39	5.15	9.06	22.42	5.04	8.72	164
22.57	5.27	9.24	22.44	5.77	9.39	158
24.28	4.1	10.57	24.3	4.45	10.13	172
23.32	5.01	10.08	22.19	4.81	10.47	165
25.01	4.84	9.58	24.57	5.18	9.4	173
24.78	4.78	9.45	24.41	4.5	9.45	174
24.54	5.27	10.03	24.78	5.16	10.09	179
24.56	5.63	9.26	23.7	5.66	8.71	171
25.34	5.12	11.2	25.88	5.37	13.2	176
24.63	4.49	8.85	23.9	4.43	9.2	173
24.55	4.94	12.58	24.51	5.01	11.51	171
24.09	5.35	10.14	23.88	4.99	9.49	168
26.68	6.11	10.02	26.21	5.86	9.14	173
24.92	4.9	8.6	24.46	4.56	8.42	170
24.12	4.67	8.58	23.81	4.63	8.79	170
25.18	4.84	11.59	24.47	4.78	9.28	170
27.62	5.39	9.54	27.32	5.55	9.73	174
26.48	5.09	11.24	26.75	5.79	9.86	182
23.9	4.88	10.07	24.85	4.98	11.21	170
24.93	4.93	10.94	24.69	5.19	9.51	170
24.13	5.14	9.52	24.5	5.25	9.52	177
25.83	5.11	10.58	26.14	5.29	14.12	173
24.96	5.44	12.03	24.4	5.22	10.19	187
24.92	4.58	8.94	24.3	4.8	10.73	172
23.69	5.15	11.62	25.26	5.26	11.22	179
23.66	4.69	9	23.53	4.54	9.15	170
24.73	5.03	14.97	24.24	4.92	9.69	176
25.97	4.83	11.78	25.49	4.87	10.03	174
22.82	4.57	9.86	23.14	5.12	10.01	171
25.65	5.51	11.06	25.23	4.8	9.86	171
25.64	5.33	10.64	25.95	5.56	10.39	185
25.86	4.83	9.54	25.57	5.41	11.01	187
25.65	4.43	9.91	25.44	4.86	8.94	172.5
24.19	4.98	9.26	24.52	4.77	9.46	172
26.31	5.64	10.12	26.8	5.17	9.74	185
25.18	5.58	10.19	25.06	5.78	9.88	178
24.52	5.13	9.31	24.9	4.84	9.42	165
25.67	5.3	9.45	24.71	4.89	9.33	173
22.59	5.61	9.84	22.14	5.84	9.38	168
24.93	5.89	9.36	24.83	4.88	10.01	172
26.24	5.07	10.97	26.06	5.77	11.97	170
24.99	5.06	10.8	25.18	5.29	9	172
23.39	6.02	10.62	23.55	5.53	9.6	171
25.16	5.49	11.58	25.04	5.25	11.14	176
26.52	5.86	10.66	26.31	5.64	12.26	180
25.21	4.78	9.56	24.51	4.67	9.22	170
27.91	6.41	12.18	27.03	5.66	11.24	175
25.68	5.14	9.49	23.95	5.58	10.88	177
26.39	5.7	11.58	25.23	5.06	9.86	180
25.78	6.52	10.18	25.31	5.93	9.5	173
25.93	5.98	9.9	25.18	5.41	12.33	179
24.89	5	9.26	24.24	5	13.93	172
26.01	6.62	10.19	25.76	6.63	10.15	177
24.33	5.83	11.1	24.54	6.2	10.45	174
26.04	5.15	11.97	25.83	4.63	9.99	175
24.16	4.29	10.69	25.5	5.47	9.56	174
23.61	5.26	9.02	23.95	4.97	9.02	164
24.8	5.28	10	23.86	5.57	9.5	171
24.66	5.54	9.74	25.02	5.5	9.58	173
26.21	6.17	10.89	26.2	5.85	10.08	180
24.5	5.16	12	24.85	5.5	9.6	170
22.8	5.14	9.9	22.99	4.89	10.38	169
24.26	4.57	9.13	24.64	4.77	9.16	176
24.28	5.51	12.41	24.36	5.65	14.9	170
26.76	6.23	9.65	27.14	5.73	9.54	175
24.49	5.25	9.03	24.23	4.7	9.27	166
25.96	4.67	8.89	25.81	5.74	10.12	170
26.19	4.84	9.31	26.33	5.56	8.98	172
25.13	4.41	10.58	24.8	5.3	9.69	178
24.73	5.48	11.12	23.96	6.04	9.19	172
25.91	5.46	11.41	26.05	5.46	10.02	179
25.15	4.75	10.29	25.16	5.5	10.18	170
24.9	5.73	10.53	25.29	6.03	9.96	183
27.37	5.42	10.16	25.18	5.56	9.39	178
25.65	5.44	10.95	27.74	5.54	10.55	174
25.74	5.22	10.64	25.48	5.69	9.37	173
25.29	5.06	9.61	25.16	4.89	9.84	178
26.28	5.54	10.03	25.86	5.5	10.04	177
26.81	5.02	9.37	26.97	5.55	11.43	178
23.23	5.45	11.8	23.62	5.52	9.99	174
23.32	5.26	9.77	23.32	5.29	10.01	170
25.29	4.71	8.84	25.34	4.75	8.94	173
25.62	5.73	10.47	26	5.03	12.12	173
26.68	5.64	10.47	26.19	6.04	9.9	170
25.86	5.45	10.18	26.2	5.32	10.4	181
25.49	5.28	10.88	24.69	5.23	9.83	178
22.29	4.77	9.87	22.35	4.81	9.87	178
25.36	5.2	10.18	25.72	4.86	10.18	173
22.87	4.55	8.06	22.81	4.71	8.06	168
24.02	4.75	13.2	24.12	4.54	13.2	176
24.82	5.12	12.87	24.89	5.13	12.87	171
24.23	4.82	9.83	24.13	4.95	9.83	177
25.22	4.51	8.96	25.4	4.65	8.96	177
23.09	4.92	9.42	22.49	4.55	9.42	177
23.04	4.91	9.6	23.29	4.37	9.6	170
24.59	5.34	9.64	24.31	5.09	9.64	185
24.22	4.76	9.15	24.54	4.57	9.15	166
25.41	4.66	9.76	25.44	4.89	9.76	175
25.12	4.67	8.99	24.13	4.62	8.99	174
21.55	4.23	9.45	22.36	4.81	9.45	175
24.54	19.69	12.78	24.61	5.28	12.78	174
24.69	4.99	10.61	24.88	5.5	10.61	180
25.83	4.94	10.88	25.78	5.48	10.88	179
23.62	4.49	10.16	23.41	4.69	10.16	180
24.23	4.24	11.23	25.03	4.82	11.23	178
23.16	5.48	9.69	23.09	5.26	9.69	175
22.96	4.37	8.81	22.54	4.36	8.81	170
25.13	4.83	9.71	24.83	4.53	9.71	175
24.07	4.85	9.56	24.22	5.31	9.56	176
23.16	4.58	10.77	22.99	4.8	10.77	168
25.3	5.2	8.96	25.02	5.42	8.96	180
27.28	5.29	9.71	26.44	4.89	9.71	173
24.84	4.58	10.07	24.83	5.08	10.07	173
24.4	4.71	9.11	24.36	4.53	9.11	171.5
26.34	5.92	10.62	26.61	5.77	10.62	172
26.09	5.75	10.28	26.67	6.06	10.28	176
24.46	5.07	11.82	23.67	4.63	11.82	172
25.86	4.81	9.1	25.31	5.66	9.1	172.5
26.62	5.85	10.28	25.79	5.23	10.28	173
24.52	5.37	9.21	23.44	5.36	9.21	174
26.21	5.08	9.38	27.29	5.14	9.38	174
23.84	5.09	9.82	23.48	5.35	9.82	172
24.6	5.3	9.78	24.59	5.25	9.78	174.5
24.89	5.13	9.28	25.45	5.2	9.28	179
26.05	5.31	10.41	24.78	5.31	10.41	173
25.82	5.03	10.33	25.72	4.95	10.33	182
27.33	6.06	10.62	27.64	6.25	10.62	188
25.27	5.25	10.89	25.45	4.91	10.89	174
24.47	4.73	9.71	24.3	4.55	9.71	174
24.89	5.3	9.38	23.8	4.78	9.38	169
26.82	5.27	10.05	26.54	5.64	10.05	178
26.02	5.81	10.06	24.88	5.99	9.88	170
27.33	5.55	11.46	26.96	5.07	9.71	175
24.14	4.55	9.81	24.52	4.92	9.82	170
26.75	5.65	10.38	27.7	5.61	10.3	181
25.21	5.32	9.82	24.22	4.88	9.81	182
26.91	5.16	10.39	26.43	5.82	12.77	176
25.63	5.4	9.38	25.92	4.89	9.39	175
25.17	4.63	10.45	25.11	5.85	11.34	172
25.86	5.27	10.66	26.38	5.16	10.44	178
24.3	4.61	9.95	24.51	4.49	10.74	170
25.77	5.4	10.74	24.33	4.6	8.75	173
25.21	5.31	9.67	26.1	5.88	9.68	173
26.5	5.56	9.51	26.84	5.42	12.06	176
26.25	5.22	9.8	26.59	4.65	9.75	172
24.3	4.79	9.36	25.41	5.12	9.02	180
25.93	5.38	10.01	27.38	5.85	10.04	180
27.03	5.84	12.22	26.62	5.54	10.03	178
25.44	4.68	10.2	24.8	5.11	9.42	173
26.63	4.67	10.01	25.4	4.49	9.82	170
26.02	6.79	9.5	27.51	5.81	9.92	175
24.93	4.91	10.34	26.42	5.58	10.77	178
26.58	5.49	9.65	26.8	5.26	10.94	175
24.83	4.82	10.45	26.23	5.63	10.51	172
24.61	4.81	10.73	25.64	5.15	9.96	177
25.07	4.73	12.92	25.18	4.83	9.19	178
27.01	5.99	10.21	26.19	5.59	10.01	180
26.52	5.2	9.22	26.78	6.31	11.23	174
25.96	5.16	8.89	26.38	5.21	10.34	172
24.69	5.25	9.57	25.72	5.09	11.93	176
25.11	4.93	8.98	26.49	5.27	9.99	174
25.25	5.61	10.03	24.35	5.01	10.34	172
28.4	5.94	12.74	26.59	5.62	10.04	181
26.54	5.64	10.93	25.72	5.42	12.91	176
25.3	5.74	8.98	25.59	5.91	9.21	166
25.15	5.21	10.53	26.44	5.53	10.06	177
24.65	5.64	9.06	25.11	5.37	9.86	168
26.99	5.68	9.68	25.74	5.36	9.64	178
26.28	5.82	10.52	25.36	5.32	9.83	173
25.25	3.87	9.21	25.16	4.89	10.62	170
23.42	5.02	8.98	23.43	4.77	9.54	168
26.4	5.28	9.36	24.99	14.15	14.15	177
26.29	5.5	9.97	26.52	7.54	10.56	175
24.8	5	9.17	24.83	5.1	9.22	168
25.77	5.75	10.45	25.25	5.69	9.8	175
27.53	6.23	9.92	26.96	6.08	9.94	170
24.37	14.9	8.43	25.08	5.55	12.27	168
26.63	5.88	9.34	26.26	5.45	9.73	173
24.66	5.07	11.48	24.45	5	11.21	174.5
25.21	5.16	9.26	25.18	5.7	9.62	173
24.5	5.65	10.18	24.21	7.59	9.62	173
25.6	5.73	9.28	25.17	5.62	10.11	177
24.4	4.79	9.4	24.4	4.94	9.04	173
27.34	5.41	9.73	26.49	5.88	9.81	180
27.18	5.58	9.78	26.4	4.98	9.51	178
27.48	5.12	10.17	27.85	5.66	10.2	185
25.87	4.73	9.55	25.83	4.77	9.56	175
26.96	4.82	9.17	26.34	5.18	9.77	181
24.96	4.72	12.61	25.41	4.57	8.87	171
23.72	4.87	9	24.36	5.37	11.84	171
24.98	5.05	9.08	23.8	4.89	9.03	171
24.98	5.41	9.42	24.69	4.82	9.57	173
25.21	5.33	10.83	24.56	5.23	9.49	169
26.85	5.58	10.14	27.01	5.34	9.8	175
22.58	4.8	8.56	22.44	5.04	8.04	164
23.41	4.46	8.58	23.57	4.3	8.54	169
23.79	4.29	9.1	24.1	5.12	8.77	162
22.77	4.32	8.11	21.21	4.42	12.41	160
22.58	4.06	8.61	22.59	4.12	8.73	164
26.76	5.55	10.92	25.57	5.56	9.81	180
23.8	5.32	8.99	23.38	5.12	9.64	175
25.6	4.7	9.95	25.32	4.3	9.32	175
22.49	4.07	7.92	22.96	4.02	10.76	170
24.65	3.86	9.23	25.01	4.49	9.06	170
24.17	4.93	9.6	24.74	4.87	9.31	177
24.71	9.91	15.58	25.13	9.71	5.21	170
24.84	5.28	9.87	24.71	5.08	9.2	175
24.89	5.17	12.26	25.02	5.47	10.55	171
25.73	5.04	9.68	25.98	5.32	9.33	181
25.22	5.18	9.62	25.21	4.78	9.59	174
23.72	5.26	9.73	23.25	5.33	10.31	172
25.18	5.21	10.43	24.56	4.95	9.68	176
25.65	5.27	11.34	25.4	5.15	9.54	176
24.59	5.04	9.72	25.23	5.38	9.83	169
26.52	5.35	9.42	25.77	5.41	9.03	177
25.02	4.65	9.91	24.36	4.7	10.02	170
25.45	5.01	10.02	22.36	19.78	8.45	180
24.28	4.93	10.13	23.88	4.93	10.22	178
25.04	5.33	10.18	25.48	5.48	10.12	177
25.16	4.79	9.99	24.16	4.97	9.84	170
25.92	4.82	9.67	25.67	5.51	11.95	176
25.62	4.94	8.96	26.33	5.5	8.82	179
26.8	5.41	9.75	27.34	6.11	13.73	183
24.3	5.05	11.22	23.86	5.06	11.42	170
23.13	4.75	9	21.64	12.68	12.68	170
23.66	4.82	9.63	23.44	4.55	9.27	170
25.13	5.53	10.84	24.47	4.9	10.75	169
24.38	5.01	8.24	24.56	4.81	12.87	170
25.36	4.63	9.54	24.57	5.12	8.92	170
25.59	5.19	8.82	25.18	5.2	9.33	172
24.32	4.69	12.41	25.06	4.98	11.78	177
24.17	5.42	10.38	23.98	4.98	9.8	174
24.22	5.02	9.8	24.9	4.52	9.19	172
26.86	5.79	9.86	26.68	5.7	9.42	172
25.31	5.27	9.52	25.55	4.95	9.31	173
25.12	5.97	9.88	24.03	6.21	9.59	172
25.84	5.12	11.5	25.27	5.48	9.16	175
26.14	5.42	12.8	26.45	5.38	11	170
24.26	4.64	8.76	24.28	4.44	9.21	170
24.4	5.16	10.93	25.36	5.4	9.47	170
25.16	4.67	9.19	24.71	5.62	9.7	175
24.16	5.53	9.5	24.82	5.3	9.8	175
22.56	4.6	9	23.27	4.62	8.93	165
25.97	5.9	11.7	24.36	5.88	9.75	173
25.64	5.08	11.6	25.76	4.95	11.24	178
23.63	4.12	9.71	23.41	4.15	8.37	166
26.3	5.06	11.27	26.15	4.38	9.83	172
24.99	5.17	11.08	24.05	5.43	11.12	172
23.6	4.55	10.41	23.75	4.57	9.65	172
24.3	4.63	11.62	24.43	6.02	9.22	170
25.91	5.45	9.55	25.1	4.62	9.47	174
26.44	4.9	10.54	26.59	4.77	9.15	173
24.65	4.67	8.7	25.31	6.01	11.93	170
24.21	4.92	9.08	24.68	5.17	8.84	169
26.47	5.83	9.35	25.34	5.85	9.63	178
24.64	5.55	11.66	25.22	7.92	9.69	180
25.82	5.16	10.7	25.49	4.52	9.87	176
26.66	5.66	9.8	26.89	6.07	14.68	181
26.19	6.15	9.59	26.14	6.41	9.58	173
25.39	5.16	10.27	26.4	5.11	11.67	172
24.22	4.27	8.86	24.56	4.54	11.93	162
24.37	4.97	9.29	23.89	4.43	9.93	166
26.57	5.5	10.03	26.11	5.86	9.8	177
25.26	4.36	10.78	26.16	4.83	9.92	179
25.62	4.6	9.44	24.79	4.35	9.51	165
24.16	5.7	9.69	23	4.58	9.68	173
23.69	4.76	9.75	23.15	4.52	9.83	170
25.21	4.48	9.34	26.78	5.4	11.29	173
24.63	5.16	9.89	22.82	5.81	10.38	176
25.37	5.39	9.55	25.25	5.55	8.4	175
25.37	5.78	10.65	24.94	5.92	9.85	171
26.66	5.68	9.49	27.13	6.04	9.69	171
26.05	5.23	10.67	25.34	5.31	10.79	175
26.87	5.1	9.98	26.37	5.69	10.39	173
26.47	6.04	9.74	26.34	5.78	9.4	174
25.41	5.16	9.1	25.51	5.38	8.85	168
25.82	5.75	10.11	25.55	6.05	9.24	177
25.45	6.09	9.61	25.36	5.28	9.79	170
25.4	4.67	9.74	25.34	4.68	10.29	175
24.31	5.34	11.64	24.51	6.85	9.62	170
26.49	5.6	10.64	24.99	6.3	10.41	175
24.77	4.65	9.8	25.74	4.81	13.71	183
27.67	5.53	9.53	27.31	6.74	10.32	160
23.01	4.65	8.76	22.61	6.13	8.59	162
23.69	4.68	8.98	23.24	5.92	8.29	165
22.44	4.86	8.25	22.34	4.95	8.57	160
23.49	3.93	8.95	23.56	5.05	9.43	165
23.83	4.96	9.36	23.84	5.21	8.99	178
24.61	5.81	10.22	25.21	5.7	10.2	173
24.43	4.79	9.82	24.17	5.89	9.59	183
24.77	5.68	10.88	24.73	6.33	9.59	170
24.21	4.74	9.68	23.72	5.01	10.38	172
25.64	5.79	10.77	25.54	5.6	11.07	182
23	5.01	9.36	23.19	4.47	9.07	170
25.01	5.28	10.04	25.02	5.22	10.09	174
24.23	5	9.77	23.55	5.17	9.64	173
24.61	5.48	8.65	25.18	5.75	9.13	179
24.99	5.31	9.53	24.77	5.1	9.32	183
25.27	5.02	11.41	25.16	5.01	9.37	172
25.59	6.03	9.82	25.41	5.79	10.61	180
25.12	5.09	9.88	24.68	6.23	10.02	170
25.82	5.39	10.57	25.58	5.16	9.23	171
26.25	5.28	10.31	25.91	5.3	10.65	183
23.03	4.41	8.89	22.19	15.38	13.25	171
25.03	4.76	10.17	24.93	5.07	10.44	177
27.29	5.15	9.69	28.49	4.93	9.99	180
25.2	5.07	9.89	25.7	5.11	10.77	170
24.27	4.48	11.28	23.23	4.68	8.81	171.5
23.24	5.52	12.72	22.94	5.55	10.13	167
26.19	5.74	9.57	26.01	5.34	10.16	170
24.14	4.92	9.34	23.53	4.56	9.83	168
24.13	4.91	9.65	23.89	5.08	12.3	179
25.35	4.93	9.85	25.3	4.97	9.75	172
24.6	5.01	9.32	24.68	5.08	9.71	171
26.72	5.56	10.33	26.91	6.03	11.42	172
24.19	6.46	9.99	23.83	5.2	10.63	172
24.71	5.84	10.83	24.63	5.17	9.8	166
24.71	5.84	10.83	24.63	5.17	9.8	170
25.77	5.22	11.47	25.68	4.61	10.09	172
28.35	4.8	11.3	27.94	4.96	9.92	180
24.79	4.93	12.74	24.59	5.01	10.91	175
24.73	4.43	13.33	24.7	5	12.91	178
25.04	4.93	10.67	24.87	5.05	9.58	170
22.87	5.06	9.27	22.25	4.45	10.17	160
24.4	5.42	9.99	23.95	5.14	11.48	176
23.9	5.14	9.65	23.28	4.74	9.02	170
25.16	4.13	10.27	25.27	4.79	9.29	176
25.43	11.12	7.12	26.15	10.51	4.55	164
24.66	5.33	9.73	24.97	5.26	9.67	176
23.48	4.85	11.69	24.27	4.85	9.8	170
25.34	5.23	9.18	24.9	18.41	10.73	172
25.77	4.92	8.92	25.92	5.21	9.26	173
25.35	5.07	9.93	25.49	5.43	9.1	170
22.91	4.51	9.79	22.07	4.86	9.45	172
25.23	5.62	10.3	25.67	5.16	10.47	176
24.8	5.49	10.02	24.8	5.59	14.98	181
24.64	5.72	8.92	25.93	6.76	9.46	175
24.66	4.94	9.09	23.84	5.2	9	170
26.34	4.88	9.33	25.65	4.93	9.91	180
23.44	8.88	11.8	24.07	5.84	9.23	170
26.2	4.9	10.3	25.93	4.83	12.78	178
25.01	4.14	9.91	24.64	5.22	10.23	181
25.74	5.78	10.38	25.17	5.67	10.81	182
24.41	5.18	9.23	24.45	5.19	9.35	175
24.19	5.85	9.69	24.19	5.8	9.59	171
24.5	5.26	9.27	24.83	5.13	9.95	178
22.39	4.66	9.75	22.73	4.73	9.54	165
23.85	4.73	9.88	23.51	5.23	9.69	173
23.8	5.45	10.17	23.28	5.28	10.46	170
23.8	5.86	11.36	23.39	5.26	9.42	172
26.11	5.05	12.1	25.69	5.06	11.5	179
26.04	5.64	10.35	25.65	5.17	9.5	176
21.87	4.21	7.95	21.42	5.85	9.98	158
27.28	5.53	9.98	27.2	5.59	9.97	178
22.72	4.58	7.67	21.55	4.33	8.55	163
23.57	4.46	9	23.94	4.79	9.43	167
24.8	5.72	9.88	25.57	5.26	10.71	178
25.6	4.98	11.36	21.16	4.73	9.33	174
26.72	5.95	9.77	27.08	5.34	9.6	174
24.33	5.29	9.93	24.49	5.04	8.91	170
23.11	5.45	9.09	23.11	6.18	8.51	160
23.99	5.92	9.77	24.07	5.18	8.44	158
27.29	5.68	10.14	26.77	5.71	9.92	185
24.92	5.23	9.63	25.74	5.19	10.81	178
23.98	5.5	11.84	23.28	5.28	11.35	174
26.09	17.5	12.15	25.54	6.04	9.91	176
25.15	4.73	11.63	24.78	4.29	11.61	178
22.44	5.23	9.75	22.99	6.55	9.32	161
27.41	6.22	9.98	26.72	5.74	12.14	177
23.44	4.74	9.81	23.79	5.1	8.57	169
22.77	4.71	8.27	22.44	4.44	8.41	161
25.51	6.23	9.96	24.49	5.61	10.7	174
27.57	5.27	10.91	26.85	5.44	10.41	174
25.82	6.23	10.05	25.74	5.52	12.64	176
23.94	5.11	9.65	24.4	4.51	8.98	166
25.73	4.64	10.5	26.54	5.33	9.55	173
24.22	4.89	8.56	24.04	4.76	8.71	162
26.09	5.9	9.98	25.86	5.44	9.9	172
27.48	5.54	11.1	26.77	5.9	10.84	180
26.29	5.45	9.81	26.2	4.54	9.93	169
26.07	5.91	13.05	26.1	5.14	11.98	175
24.37	4.72	10.14	24.51	4.92	9.99	172
26.12	4.83	8.99	26.75	5.17	9.14	181
26.31	5.42	10.5	27.03	12.86	6.55	179
21.41	3.99	8.78	22.19	4	8.13	165
26.44	5.58	9.61	26.87	5.38	10.08	180
26.07	5.3	10.03	25.37	5.04	10.01	176
26.02	5.99	10.31	25.64	5.62	9.74	169
26.61	5.17	10.08	26.33	5.05	9.66	170
25.51	6.26	12.48	25.18	5.65	9.75	171
24.04	4.29	8.9	23.81	4.72	8.89	170
24.36	4.69	9.52	24.14	4.73	11.14	165
25.6	4.84	8.88	24.97	5.05	9.28	165
25.95	4.89	9.61	25.23	4.93	9.77	175
25.4	4.27	9.75	26.34	4.77	9.01	175
25.31	4.87	10.78	25.43	5.03	9.5	177.5
22.77	4.82	8.76	23.24	4.81	9.53	173
25.67	5.24	11.15	25.29	5.45	11.66	176
23.19	4.83	9.36	22.21	4.85	9.28	165
24.21	4.75	9.36	23.84	4.69	9.44	168
24.22	5.01	10.95	23.34	5.14	9.78	171
23.58	8.53	10.54	23.56	13.44	8.3	166
25.91	5.78	9.68	26.09	5.24	9.59	179
25.74	5.57	9.5	25.57	5.14	10.32	178
24.55	5.25	10.49	25.06	5.87	10.1	180
24.57	4.78	9.46	22.01	4.62	9.41	168
22.67	4.27	11.84	23.69	4.88	11.41	170
23.6	4.71	9.02	24.3	4.51	10.97	171
23.83	4.49	9.69	23.36	4.47	8.22	171
24.64	15.22	8.18	24.23	4.89	8.94	166
23.6	4.99	12.12	22.91	5.47	13.65	175
24.88	5.82	9.34	25.12	5.47	9.55	177
24.98	5.88	9.34	25.12	5.38	9.55	175
25.37	4.94	9.59	25.01	4.82	9.62	173
25.32	5.02	9.57	25.27	5.64	10.03	168
25.11	4.66	9.06	26.07	4.84	9.17	168
24.46	4.98	9.23	24.66	4.99	8.96	173
23.22	4.7	10.1	24.12	4.64	9.31	176
22.28	4.45	8.73	22.03	4.53	8.61	159
